# 2020-04-12 09:02:15 Translations: 866
Nr	Translated	Id	Translation	English
728	Y	stats.integrity-check-coverage.comment	Dekkingsgraad van de integriteitscontroles (percentage van knooppunten met integriteitscontrole informatie).	Integrity check coverage (percentage of nodes that do have integrity check information).
729	Y	stats.integrity-check-coverage.name	Dekkingsgraad	IntegrityCheckCoverage
730	Y	stats.integrity-check-failed.comment	Aantal falende integriteitscontroles.	Number of failed integrity checks.
731	Y	stats.integrity-check-failed.name	IntegrityCheckFailed	IntegrityCheckFailed
732	Y	stats.integrity-check-network-count.comment	Aantal netwerken met integriteitscontroles.	Number of networks that include integrity check.
733	Y	stats.integrity-check-network-count.name	IntegrityCheck	IntegrityCheck
734	Y	stats.integrity-check-pass-rate.comment	Slaagpercentage van de integriteitscontroles.	Integrity check pass rate (percentage of ok checks).
735	Y	stats.integrity-check-pass-rate.name	Slaagpercentage	IntegrityCheckPassRate
736	Y	stats.integrity-check.comment	Aantal knooppunten met integriteitscontrole.	Number of nodes with integrity check.
737	Y	stats.integrity-check.name	IntegrityCheck	IntegrityCheck
738	Y	stats.km.comment	Totale lengte in kilometer.	Total length in kilometers.
739	Y	stats.km.name	Lengte (km)	Length (km)
740	Y	stats.name-missing.comment	Aantal netwerken zonder tag met sleutel _"name"_ in de netwerk relatie.	Number of networks without _"name"_ tag in the network relation.
741	Y	stats.name-missing.name	NetwerkOntbrekendeNaam	NameMissing
742	Y	stats.network-count.comment	Aantal netwerken.	Number of networks.
743	Y	stats.network-count.name	Aantal netwerken	NetworkCount
744	Y	stats.network-extra-member-node.comment	Aantal onverwachte knopen in netwerkrelaties (we verwachten enkel knopen dit ook echt een [knooppunt](glossary#node) definitie zijn, of [informatie kaarten](glossary#info-map) in de netwerk relatie).	Number of network relation members of type _"node"_ that are unexpected (expect only [network nodes](glossary#node) or [information maps](glossary#info-map) as members in the network relation).
745	Y	stats.network-extra-member-node.name	NetwerkExtraKnoop	NetworkExtraMemberNode
746	Y	stats.network-extra-member-relation.comment	Aantal overwachte relaties in network relaties. In network relaties verwachten we enkel route relaties of knooppunten, geen relaties anders dan route relaties.	Number of network relation members of type _"relation"_ that are unexpected (expect only valid route relations or network nodes as members in the node network relation).
747	Y	stats.network-extra-member-relation.name	NetworkOnverwachteRelatie	NetworkExtraMemberRelation
748	Y	stats.network-extra-member-way.comment	Overwachte wegen _("ways")_ in netwerk relaties (in network relaties verwachten we enkel route relaties of knooppunten, geen wegen).	Number of network relation members of type _"way"_ (expect only route relations or network nodes as members in the node network relation).
749	Y	stats.network-extra-member-way.name	NetworkOverwachteWegen	NetworkExtraMemberWay
750	Y	stats.node-count.comment	Aantal knooppunten.	Number of network nodes.
751	Y	stats.node-count.name	Aantal knooppunten	Node count
752	Y	stats.node-member-missing.comment	Aantal knooppunten dat niet is opgenomen als lid in een netwerk relatie.	Number of nodes that are not included in the network relation
753	Y	stats.node-member-missing.name	OntbrekendKnooppunt	NodeMemberMissing
754	Y	stats.orphan-node-count.comment	Aantal op zichzelf staande knooppunten (niet teruggevonden in een netwerk). Deze [knooppunten](glossary#node) werden niet teruggevonden als deel van een geldige [netwerk relatie](network-relation), of als deel van een geldige [route relatie](glossary#route-relation) (dit kan een route relatie zijn die deel uitmaakt van een network relatie, maar ook een op zichzelf staande route relatie die geen deel uitmaakt van een network relatie).	Number of network nodes that do not belong to a network.\ The [node](glossary#node) was not added as a member to a valid [network relation](glossary#network-relation) and also not added as a member to a valid [route relation](glossary#route-relation) (that itself was added as a member to a valid network relation or is an orphan route).
755	Y	stats.orphan-node-count.name	Knooppunt wezen	Orphan nodes
756	Y	stats.orphan-route-count.comment	Aantal routes die niet tot een netwerk behoren.\ Deze routes worden niet teruggevonden in een geldige [netwerk relatie](glossary#network-relation).	Number of network routes that do not belong to a network.\ The route was not added as a member to a valid [network relation](glossary#network-relation).
757	Y	stats.orphan-route-count.name	Route wezen	Orphan routes
758	Y	stats.orphan-route-km.comment	Totale lengte (km) van de route wezen (deze worden niet meegeteld in de netwerk lengte hierboven).	Total length (km) of the orphan routes (not included in network length above).
759	Y	stats.orphan-route-km.name	Route wezen lengte (km)	Orphan route length (km)
760	Y	stats.route-broken-count.comment	Aantal routes met opmerkingen.	Number of routes with issues.
761	Y	stats.route-broken-count.name	TeOnderzoekenRouteAantal	RouteBrokenCount
762	Y	stats.route-broken-network-count.comment	Aantal netwerken met routes met opmerkingen.	Number of networks containing routes with issues.
763	Y	stats.route-broken-network-count.name	RouteBrokenNetworkCount	RouteBrokenNetworkCount
764	Y	stats.route-broken-percentage.comment	Percentage routes met opmerkingen.	Percentage of routes with issues.
765	Y	stats.route-broken-percentage.name	TeOnderzoekenRoutePercentage	RouteBrokenPercentage
766	Y	stats.route-count.comment	Aantal routes (verbindingen tussen knooppunten).	Number of routes.
767	Y	stats.route-count.name	Aantal routes	Route count
768	Y	stats.route-fixmetodo.comment	Aantal routes gemarkeerd met _"fixmetodo"_.	Number of routes that are marked with _"fixmetodo"_.
769	Y	stats.route-fixmetodo.name	RouteFixmetodo	RouteFixmetodo
770	Y	stats.route-incomplete-ok.comment	Aantal routes die gemarkeerd zijn als onvolledig, maar die na analyse ok lijken te zijn.\ Deze routes zijn uitdrukkelijk gemarkeerd als onvolledig door het toevoegen van een tag met sleutel _"fixme"_ en waarde _"incomplete"_ in de route relatie.	Number of routes that are marked as having an incomplete definition, but that look ok after analysis.\ A route definition is explicitely marked incomplete by adding a tag _"fixme"_ with value _"incomplete"_ in the route relation.
771	Y	stats.route-incomplete-ok.name	RouteIncompleteOk	RouteIncompleteOk
772	Y	stats.route-incomplete.comment	Aantal onvolledige routes.\ Deze routes zijn uitdrukkelijk gemarkeerd als onvolledig door het toevoegen van een tag met sleutel _"fixme"_ en waarde _"incomplete"_ in de route relatie.	Number of routes that are marked as having an incomplete definition.\ A route definition is explicitely marked incomplete by adding a tag _"fixme"_ with value _"incomplete"_ in the route relation.
773	Y	stats.route-incomplete.name	RouteIncomplete	RouteIncomplete
774	Y	stats.route-invalid-sorting-order.comment	Aantal routes met wegen in verkeerde volgorde.	Number of routes with ways in wrong sorting order.
775	Y	stats.route-invalid-sorting-order.name	RouteVolgorde	RouteInvalidSortingOrder
776	Y	stats.route-name-missing.comment	Aantal routes zonder tag met sleutel _"note"_ met de route naam in de route relatie.	Routes without a _"note"_ tag with the route name.
777	Y	stats.route-name-missing.name	RouteZonderNaam	RouteNameMissing
778	Y	stats.route-node-missing-in-ways.comment	Aantal routes waarvan de begin en/of eind knooppunten niet voorkomen in een van de wegen van deze route.	Number of routes for which the end node and/or the begin node is not found in any of the ways of the route.
779	Y	stats.route-node-missing-in-ways.name	RouteZonderKnooppunten	RouteNodeMissingInWays
780	Y	stats.route-node-name-mismatch.comment	Aantal routes waarvan de route naam niet overeenkomt met de namen van de start en eind nodes. We verwachten dat de route naam de namen van de start en eindknooppunten bevat, gescheiden door een koppelteken. Het knooppunt met het laagste nummer verwachten we vooraan.	Routes where the route name does not match with the names of the start node and the end node. The route name is expected to contain the start node name and the end node name, separated by a dash. The start node is expected to have a lower number than the end node.
781	Y	stats.route-node-name-mismatch.name	OverwachteRouteNaam	RouteNodeNameMismatch
782	Y	stats.route-not-continious-network-count.comment	Aantal netwerken met onderbroken routes.	Number of networks with broken routes.
783	Y	stats.route-not-continious-network-count.name	RouteNotContiniousNetworkCount	RouteNotContiniousNetworkCount
784	Y	stats.route-not-continious-percentage.comment	Percentage onderbroken routes.	Percentage of broken routes.
785	Y	stats.route-not-continious-percentage.name	OnderbrokenRoutePercentage	RouteNotContiniousPercentage
786	Y	stats.route-not-continious.comment	Aantal onderbroken routes.	Number of broken routes.
787	Y	stats.route-not-continious.name	RouteNotContinious	RouteNotContinious
788	Y	stats.route-redundant-nodes.comment	Aantal routes waarin er zich naast de begin en eind knooppunten nog andere vreemde knooppunten bevinden in de wegen van de route.	Number of routes where the ways of the route contain extra nodes other than the start and end nodes.
789	Y	stats.route-redundant-nodes.name	RouteTeVeelKnooppunten	RouteRedundantNodes
790	Y	stats.route-tag-invalid.comment	De waarde in de _"route"_ tag in de route relatie is onverwacht.	The value in the _"route"_ tag in the route relation is unexpected.
791	Y	stats.route-tag-invalid.name	RouteTagOnverwacht	RouteTagInvalid
792	Y	stats.route-tag-missing.comment	De _"route"_ tag ontbreekt in de route relatie.	The route relation does not contain a _"route"_ tag.
793	Y	stats.route-tag-missing.name	RouteTagOntbreekt	RouteTagMissing
794	Y	stats.route-unaccessible.comment	Aantal [ontoegangkelijke](glossary#accessible) routes.	Number of [unaccessible](glossary#accessible) routes.
795	Y	stats.route-unaccessible.name	RouteOntoegankelijk	RouteUnaccessible
796	Y	stats.route-unexpected-node.comment	Aantal routes met 1 of meer overwachte knopen.\ In route relaties verwachten we enkel knopen met een tag met sleutel _"rwn_ref"_ of _"rcn_ref"_.	Number of routes with one or more unexpected node members.\ In route relations we expect only nodes with tag _"rwn_ref"_ or _"rcn_ref"_.
797	Y	stats.route-unexpected-node.name	RouteOnverwachteKnoop	RouteUnexpectedNode
798	Y	stats.route-unexpected-relation.comment	Aantal routes met 1 of meer overwachte relaties.\In route relaties verwachten we enkel onderdelen van het type _"way"_, of onderdelen van het type _"node"_ met een tag met sleutel _"rwn_ref"_ of _"rcn_ref"_.	Number of routes with one or more unexpected members.\In route relations we expect only members of type _"way"_, or members of type _"node"_ with a tag _"rwn_ref"_ or _"rcn_ref"_.
799	Y	stats.route-unexpected-relation.name	RouteOnverwachteRelatie	RouteUnexpectedRelation
800	Y	stats.route-unused-segments.comment	Aantal routes waarbij niet alle wegen (of stukken van wegen) gebruikt worden in de heen of terugweg of in een van de tentakels.	Number of routes where one or more of the ways (or part of ways) are not used in the forward or backward path or in one of the tentacles.
801	Y	stats.route-unused-segments.name	RouteMetOngebruikteSegmenten	RouteUnusedSegments
802	Y	stats.route-without-ways.comment	Aantal routes zonder wegen. We verwachten tenmiste 1 weg _("way")_.	Routes without ways (a route is expected to have at least 1 way).
803	Y	stats.route-without-ways.name	RouteZonderWegen	RouteWithoutWays
804	Y	subset-changes.login-required	De details van de wijzigingshistoriek zijn enkel beschikbaar voor OpenStreetMap leden, na .]	This details of the changes history are available to registered OpenStreetMap contributors only, after .
805	Y	subset-changes.title	Wijzigingen	Changes
806	Y	subset-facts.in-networks	{VAR_PLURAL, plural, one {in 1 netwerk} other {in netwerken} }	{VAR_PLURAL, plural, one {in 1 network} other {in networks} }
807	Y	subset-facts.no-facts	Geen feiten	No facts
808	Y	subset-facts.node-refs	{VAR_PLURAL, plural, one {knooppunt} other {knooppunten} }	{VAR_PLURAL, plural, one {node} other {nodes} }
809	Y	subset-facts.orphan-routes	Route wezen	Orphan routes
810	Y	subset-facts.osm-node-refs	{VAR_PLURAL, plural, one {knooppunt} other {knooppunten} }	{VAR_PLURAL, plural, one {node} other {nodes} }
811	Y	subset-facts.osm-relation-refs	{VAR_PLURAL, plural, one {relatie} other {relaties} }	{VAR_PLURAL, plural, one {relation} other {relations} }
812	Y	subset-facts.osm-way-refs	{VAR_PLURAL, plural, one {weg} other {wegen} }	{VAR_PLURAL, plural, one {way} other {ways} }
813	Y	subset-facts.route-refs	{VAR_PLURAL, plural, one {route} other {routes} }	{VAR_PLURAL, plural, one {route} other {routes} }
814	Y	subset-facts.routes	{VAR_PLURAL, plural, one {1 route} other { routes} }	{VAR_PLURAL, plural, one {1 route} other { routes} }
815	Y	subset-facts.title	Feiten	Facts
816	Y	subset-map.dialog.close	Sluiten	Close
817	Y	subset-map.dialog.nodeCount	knooppunten	nodes
818	Y	subset-map.dialog.routeCount	routes	routes
819	Y	subset-map.dialog.show-network-details	Ga naar netwerk details	Show network details
820	Y	subset-map.title	Kaart	Map
821	Y	subset-network.summary	km, nodes, routes	km, nodes, routes
822	Y	subset-networks.no-networks	Geen netwerken	No networks
823	Y	subset-networks.summary	_Er zijn ____ netwerken, met in totaal ____ knooppunten en ____ routes met een totale lengte van ____ km._	_There are ____ networks, with a total of ____ nodes and ____ routes with an overall length of ____ km._
824	Y	subset-networks.table.broken	Onderbroken	Broken
825	Y	subset-networks.table.connections	Verbindingen	Connections
826	Y	subset-networks.table.integrity	Integriteit	Integrity
827	Y	subset-networks.table.integrity-nodes	Knooppunten	Nodes
828	Y	subset-networks.table.length	Lengte	Length
829	Y	subset-networks.table.network	Netwerk	Network
830	Y	subset-networks.table.nodes	Knooppunten	Nodes
831	Y	subset-networks.table.ok	OK	OK
832	Y	subset-networks.table.routes	Routes	Routes
833	Y	subset-networks.title	Netwerken	Networks
834	Y	subset-orphan-nodes.extra-tags	Extra tags:	Extra tags:
835	Y	subset-orphan-nodes.no-routes	Geen knooppuntwezen	No orphan nodes
836	Y	subset-orphan-nodes.title	Routewezen	Orphan nodes
837	Y	subset-orphan-routes.extra-tags	Extra tags	Extra tags:
838	Y	subset-orphan-routes.no-routes	Geen routewezen	No orphan routes
839	Y	subset-orphan-routes.route-is-broken	Er is iets mis met de route	route is broken
840	Y	subset-orphan-routes.title	Routewezen	Orphan routes
841	Y	subset-page.menu.changes	Wijzigingen	Changes
842	Y	subset-page.menu.facts	Feiten	Facts
843	Y	subset-page.menu.map	Kaart	Map
844	Y	subset-page.menu.networks	Netwerken	Networks
845	Y	subset-page.menu.orphan-nodes	Knooppuntwezen	Orphan nodes
846	Y	subset-page.menu.orphan-routes	Routewezen	Orphan routes
847	Y	subset.in	in	in
848	Y	tag-diffs.added-tag	Toegevoegde tag	Added tag
849	Y	tag-diffs.added-tags	Toegevoegde tags	Added tags
850	Y	tag-diffs.after	Na	After
851	Y	tag-diffs.before	Voor	Before
852	Y	tag-diffs.deleted-tag	Verwijderde tag	Deleted tag
853	Y	tag-diffs.deleted-tags	Verwijderde tags	Deleted tags
854	Y	tag-diffs.key	Sleutel	Key
855	Y	tag-diffs.same-tag	Ongewijzigde tag	Same tag
856	Y	tag-diffs.same-tags	Ongewijzigde tags	Same tags
857	Y	tag-diffs.table	Tag wijziginen	Tag differences
858	Y	tag-diffs.updated-tag	Gewijzigde tag	Updated tag
859	Y	tag-diffs.updated-tags	Gewijzigde tags	Updated tags
860	Y	tag-diffs.value	Waarde	Value
861	Y	tags.key	Sleutel	Key
862	Y	tags.no-tags	Geen tags	No tags
863	Y	tags.value	Waarde	Value
864	Y	toolbar.title	knooppuntnet	knooppuntnet
865	Y	version-change.relation-changed-to	Relatie veranderd naar v	Relation changed to v
866	Y	version-change.relation-unchanged	Relatie onveranderd.	Relation unchanged.
